Viol Location,Offense,Speed Limit,Officer Name,Vio Date,Vio Time,Original Bal
6400     WEST                                                                                                AV,SPEEDING  40 MPH in a  20 MPH zone,20,"TURNER, P.",10/9/2013,2:49:00 PM,254.1
6400     WEST                                                                                                AV,SPEEDING  36 MPH in a  20 MPH zone,20,"TURNER, P.",10/9/2013,2:34:00 PM,244.1
6400     WEST                                                                                                AV,SPEEDING  34 MPH in a  20 MPH zone,20,"TURNER, P.",10/9/2013,2:08:00 PM,224.1
6700     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/9/2013,12:14:00 PM,189.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"FAWCETT, DAVID",10/9/2013,10:25:00 AM,204.1
2100   NWMILITARY                                                                                            HY,SPEEDING  46 MPH in a  35 MPH zone,35,"GARZA, R.",10/9/2013,1:39:00 PM,184.1
2000   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/8/2013,5:49:00 PM,284.1
2000   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/8/2013,5:33:00 PM,369.33
1900   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/8/2013,5:04:00 PM,204.1
6900     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  31 MPH in a  20 MP,20,"ANDERSON, C.",10/8/2013,3:11:00 PM,234.1
6700     WEST                                                                                                AV,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/8/2013,12:37:00 PM,209.1
6700     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/8/2013,12:00:00 PM,269.1
6700     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/8/2013,11:22:00 AM,274.1
1700   NWLOOP 410 WBML,SPEEDING  80 MPH in a  65 MPH zone,65,"DAVILA, J",10/8/2013,1:46:00 AM,204.1
1700   NWLOOP 410 WBML,SPEEDING 109 MPH in a  65 MPH zone,65,"DAVILA, J",10/7/2013,3:01:00 AM,518.83
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"SINGLETON, R.",10/7/2013,11:11:00 PM,284.1
6400     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/7/2013,1:42:00 PM,310.83
6600     WEST                                                                                                AV,SPEEDING  54 MPH in a  35 MPH zone,35,"HERNANDEZ, R.",10/7/2013,1:31:00 PM,234.1
6400     WEST                                                                                                AV,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/7/2013,1:20:00 PM,199.1
1700   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/7/2013,1:04:00 PM,194.1
2200   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"BONNETTE, L.",10/7/2013,1:03:00 PM,209.1
1900   NWLOOP 410 EBML,SPEEDING  87 MPH in a  65 MPH zone,65,"DAVILA, J",10/5/2013,3:02:00 AM,289.1
1200   NWMILITARY                                                                                            HY,SPEEDING  64 MPH in a  40 MPH zone,40,"REEVES, G",10/5/2013,1:09:00 AM,259.1
2200   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/4/2013,9:15:00 AM,199.1
2200   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/4/2013,8:55:00 AM,199.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  38 MPH in a  20 MP,20,"WAGGONER, W.",10/4/2013,8:35:00 AM,349.1
1100   NWLOOP 410 EBFR,SPEEDING  55 MPH in a  45 MPH zone,45,"REEVES, G",10/4/2013,12:44:00 AM,179.1
2100   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"GARZA, R.",10/4/2013,12:34:00 PM,393.1
1900   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/4/2013,12:05:00 PM,204.1
2200   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/4/2013,11:17:00 AM,204.1
1700   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"GARZA, R.",10/4/2013,1:27:00 PM,189.1
6400     WEST                                                                                                AV,SPEEDING  49 MPH in a  35 MPH zone,35,"FAWCETT, DAVID",10/3/2013,9:39:00 AM,209.1
2100   NWMILITARY                                                                                            HY,SPEEDING  57 MPH in a  35 MPH zone,35,"SPEARS, D.",10/3/2013,5:46:00 AM,319.1
2000   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/3/2013,5:01:00 PM,194.1
2000   NWMILITARY                                                                                            HY,SPEEDING  55 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/3/2013,4:39:00 PM,434.33
2000   NWMILITARY                                                                                            HY,SPEEDING  53 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/3/2013,4:22:00 PM,299.1
2000   NWMILITARY                                                                                            HY,SPEEDING  52 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/2/2013,5:07:00 PM,214.1
2000   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/2/2013,4:54:00 PM,204.1
2000   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/2/2013,4:39:00 PM,194.1
6500     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/2/2013,2:16:00 PM,214.1
6400     WEST                                                                                                AV,SPEEDING  30 MPH in a  20 MPH zone,20,"GARZA, R.",10/2/2013,2:11:00 PM,204.1
6400     WEST                                                                                                AV,SPEEDING  30 MPH in a  20 MPH zone,20,"GARZA, R.",10/2/2013,2:04:00 PM,204.1
6700     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/2/2013,12:06:00 PM,184.1
1700   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/2/2013,1:16:00 PM,189.1
1600   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/2/2013,1:05:00 PM,189.1
1700   NWLOOP 410 WBML,SPEEDING  85 MPH in a  65 MPH zone,65,"DAVILA, J",10/1/2013,2:17:00 AM,239.1
1800   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/1/2013,11:28:00 AM,239.1
6700     WEST                                                                                                AV,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/1/2013,1:39:00 PM,304.1
6700     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/1/2013,1:02:00 PM,294.1
2000   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"BONNETTE, L.",9/30/2013,9:32:00 AM,194.1
2000   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"WAGGONER, W.",9/30/2013,4:33:00 PM,204.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  31 MPH in a  20 MP,20,"ANDERSON, C.",9/30/2013,3:37:00 PM,234.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  46 MPH in a  20 MP,20,"ANDERSON, C.",9/30/2013,3:27:00 PM,319.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  46 MPH in a  20 MP,20,"ANDERSON, C.",9/30/2013,3:21:00 PM,389.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  40 MPH in a  20 MP,20,"WAGGONER, W.",9/30/2013,2:53:00 PM,466.83
6400     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",9/30/2013,12:53:00 PM,189.1
2200   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",9/30/2013,12:33:00 PM,199.1
6400     WEST                                                                                                AV,SPEEDING  45 MPH in a  35 MPH zone,35,"ZUNIGA, E.",9/30/2013,11:36:00 AM,179.1
2200   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"BONNETTE, L.",9/30/2013,10:33:00 AM,376.2
